rat_no,date,trial_no,rat_id,node,time,distance,seconds_ff,speed_ff,island,re-visit,u_turn,cum_distance,cum_seconds,act_stps_2trgt,min_stps_2trgt,nd-visits-day,nd-visits-rat
Rat5,2021-06-28,2,406576,417,00:11:09.840000,0.0,0.0,0.0,Easter I.,False,False,0.0,0.0,68,18,1,1
Rat5,2021-06-28,2,406576,410,00:11:16.560000,0.3,6.72,0.045,Easter I.,False,False,0.3,6.72,67,17,1,1
Rat5,2021-06-28,2,406576,409,00:11:17.600000,0.3,1.04,0.288,Easter I.,False,False,0.6,7.76,66,16,1,1
Rat5,2021-06-28,2,406576,403,00:11:18.880000,0.3,1.28,0.234,Easter I.,False,False,0.8999999999999999,9.04,65,15,1,1
Rat5,2021-06-28,2,406576,404,00:11:19.680000,0.3,0.8,0.375,Easter I.,False,False,1.2,9.84,64,14,1,1
Rat5,2021-06-28,2,406576,223,00:11:22.800000,1.69,3.12,0.542,Japan,False,False,2.8899999999999997,12.96,63,13,1,1
Rat5,2021-06-28,2,406576,224,00:11:24.160000,0.3,1.36,0.221,Japan,False,False,3.1899999999999995,14.32,62,14,1,1
Rat5,2021-06-28,2,406576,218,00:11:25.040000,0.3,0.88,0.341,Japan,False,False,3.4899999999999993,15.200000000000001,61,13,1,1
Rat5,2021-06-28,2,406576,217,00:11:26.200000,0.3,1.16,0.259,Japan,False,False,3.789999999999999,16.36,60,12,1,1
Rat5,2021-06-28,2,406576,210,00:11:29,0.3,2.8,0.107,Japan,False,False,4.089999999999999,19.16,59,11,1,1
Rat5,2021-06-28,2,406576,211,00:11:29.760000,0.3,0.76,0.395,Japan,False,False,4.389999999999999,19.92,58,12,1,1
Rat5,2021-06-28,2,406576,212,00:11:30.880000,0.3,1.12,0.268,Japan,False,False,4.689999999999999,21.040000000000003,57,13,1,1
Rat5,2021-06-28,2,406576,219,00:11:32.840000,0.3,1.96,0.153,Japan,False,False,4.989999999999998,23.000000000000004,56,14,1,1
Rat5,2021-06-28,2,406576,218,00:11:33.960000,0.3,1.12,0.268,Japan,True,False,5.289999999999998,24.120000000000005,55,13,2,2
Rat5,2021-06-28,2,406576,217,00:11:37.840000,0.3,3.88,0.077,Japan,True,False,5.589999999999998,28.000000000000004,54,12,2,2
Rat5,2021-06-28,2,406576,210,00:11:40,0.3,2.16,0.139,Japan,True,False,5.889999999999998,30.160000000000004,53,11,2,2
Rat5,2021-06-28,2,406576,211,00:11:40.800000,0.3,0.8,0.375,Japan,True,False,6.189999999999998,30.960000000000004,52,12,2,2
Rat5,2021-06-28,2,406576,212,00:11:43,0.3,2.2,0.136,Japan,True,False,6.4899999999999975,33.160000000000004,51,13,2,2
Rat5,2021-06-28,2,406576,219,00:11:51.960000,0.3,8.96,0.033,Japan,True,False,6.789999999999997,42.120000000000005,50,14,2,2
Rat5,2021-06-28,2,406576,218,00:11:53.680000,0.3,1.72,0.174,Japan,True,False,7.089999999999997,43.84,49,13,3,3
Rat5,2021-06-28,2,406576,224,00:11:55.560000,0.3,1.88,0.16,Japan,True,False,7.389999999999997,45.720000000000006,48,14,2,2
Rat5,2021-06-28,2,406576,223,00:11:57.480000,0.3,1.92,0.156,Japan,True,False,7.689999999999997,47.64000000000001,47,13,2,2
Rat5,2021-06-28,2,406576,222,00:11:59.760000,0.3,2.28,0.132,Japan,False,False,7.989999999999997,49.92000000000001,46,12,1,1
Rat5,2021-06-28,2,406576,221,00:12:02.360000,0.3,2.6,0.115,Japan,False,False,8.289999999999997,52.52000000000001,45,13,1,1
Rat5,2021-06-28,2,406576,220,00:12:16.280000,0.3,13.92,0.022,Japan,False,False,8.589999999999998,66.44000000000001,44,12,1,1
Rat5,2021-06-28,2,406576,214,00:12:19.600000,0.3,3.32,0.09,Japan,False,False,8.889999999999999,69.76,43,11,1,1
Rat5,2021-06-28,2,406576,215,00:12:20.520000,0.3,0.92,0.326,Japan,False,False,9.19,70.68,42,10,1,1
Rat5,2021-06-28,2,406576,216,00:12:22.760000,0.3,2.24,0.134,Japan,False,False,9.49,72.92,41,11,1,1
Rat5,2021-06-28,2,406576,217,00:12:24.720000,0.3,1.96,0.153,Japan,True,False,9.790000000000001,74.88,40,12,3,3
Rat5,2021-06-28,2,406576,218,00:12:27,0.3,2.28,0.132,Japan,True,False,10.090000000000002,77.16,39,13,4,4
Rat5,2021-06-28,2,406576,224,00:12:31.120000,0.3,4.12,0.073,Japan,True,False,10.390000000000002,81.28,38,14,3,3
Rat5,2021-06-28,2,406576,223,00:12:32.400000,0.3,1.28,0.234,Japan,True,False,10.690000000000003,82.56,37,13,3,3
Rat5,2021-06-28,2,406576,222,00:12:42.400000,0.3,10.0,0.03,Japan,True,False,10.990000000000004,92.56,36,12,2,2
Rat5,2021-06-28,2,406576,221,00:12:45.200000,0.3,2.8,0.107,Japan,True,False,11.290000000000004,95.36,35,13,2,2
Rat5,2021-06-28,2,406576,220,00:12:55.240000,0.3,10.04,0.03,Japan,True,False,11.590000000000005,105.4,34,12,2,2
Rat5,2021-06-28,2,406576,305,00:12:58.040000,0.6,2.8,0.214,Hawaii,False,False,12.190000000000005,108.2,33,11,1,1
Rat5,2021-06-28,2,406576,311,00:12:59.200000,0.3,1.16,0.259,Hawaii,False,False,12.490000000000006,109.36,32,12,1,1
Rat5,2021-06-28,2,406576,312,00:13:02,0.3,2.8,0.107,Hawaii,False,False,12.790000000000006,112.16,31,13,1,1
Rat5,2021-06-28,2,406576,319,00:13:04.280000,0.3,2.28,0.132,Hawaii,False,False,13.090000000000007,114.44,30,14,1,1
Rat5,2021-06-28,2,406576,318,00:13:05.400000,0.3,1.12,0.268,Hawaii,False,False,13.390000000000008,115.56,29,13,1,1
Rat5,2021-06-28,2,406576,324,00:13:06.440000,0.3,1.04,0.288,Hawaii,False,False,13.690000000000008,116.60000000000001,28,14,1,1
Rat5,2021-06-28,2,406576,401,00:13:09.760000,0.6,3.32,0.181,Easter I.,False,False,14.290000000000008,119.92,27,15,1,1
Rat5,2021-06-28,2,406576,407,00:13:11.520000,0.3,1.76,0.17,Easter I.,False,False,14.590000000000009,121.68,26,16,1,1
Rat5,2021-06-28,2,406576,408,00:13:13.440000,0.3,1.92,0.156,Easter I.,False,False,14.89000000000001,123.60000000000001,25,17,1,1
Rat5,2021-06-28,2,406576,409,00:13:24.280000,0.3,10.84,0.028,Easter I.,True,False,15.19000000000001,134.44,24,16,2,2
Rat5,2021-06-28,2,406576,410,00:13:44.920000,0.3,20.64,0.015,Easter I.,True,False,15.49000000000001,155.07999999999998,23,17,2,2
Rat5,2021-06-28,2,406576,417,00:13:49.520000,0.3,4.6,0.065,Easter I.,True,False,15.790000000000012,159.67999999999998,22,18,2,2
Rat5,2021-06-28,2,406576,416,00:14:03.960000,0.3,14.44,0.021,Easter I.,False,False,16.09000000000001,174.11999999999998,21,19,1,1
Rat5,2021-06-28,2,406576,417,00:14:21.240000,0.3,17.28,0.017,Easter I.,True,True,16.39000000000001,191.39999999999998,20,18,3,3
Rat5,2021-06-28,2,406576,410,00:14:24.240000,0.3,3.0,0.1,Easter I.,True,False,16.690000000000012,194.39999999999998,19,17,3,3
Rat5,2021-06-28,2,406576,411,00:14:29.360000,0.3,5.12,0.059,Easter I.,False,False,16.990000000000013,199.51999999999998,18,16,1,1
Rat5,2021-06-28,2,406576,405,00:14:31.560000,0.3,2.2,0.136,Easter I.,False,False,17.290000000000013,201.71999999999997,17,15,1,1
Rat5,2021-06-28,2,406576,404,00:14:33.360000,0.3,1.8,0.167,Easter I.,True,False,17.590000000000014,203.51999999999998,16,14,2,2
Rat5,2021-06-28,2,406576,223,00:15:04.200000,1.69,30.84,0.055,Japan,True,False,19.280000000000015,234.35999999999999,15,13,4,4
Rat5,2021-06-28,2,406576,224,00:15:08.280000,0.3,4.08,0.074,Japan,True,False,19.580000000000016,238.44,14,14,4,4
Rat5,2021-06-28,2,406576,218,00:15:10.840000,0.3,2.56,0.117,Japan,True,False,19.880000000000017,241.0,13,13,5,5
Rat5,2021-06-28,2,406576,217,00:15:12.760000,0.3,1.92,0.156,Japan,True,False,20.180000000000017,242.92,12,12,4,4
Rat5,2021-06-28,2,406576,210,00:15:25.200000,0.3,12.44,0.024,Japan,True,False,20.480000000000018,255.35999999999999,11,11,3,3
Rat5,2021-06-28,2,406576,209,00:15:26.800000,0.3,1.6,0.187,Japan,False,False,20.78000000000002,256.96,10,10,1,1
Rat5,2021-06-28,2,406576,203,00:15:27.920000,0.3,1.12,0.268,Japan,False,False,21.08000000000002,258.08,9,9,1,1
Rat5,2021-06-28,2,406576,202,00:15:33.640000,0.3,5.72,0.052,Japan,False,False,21.38000000000002,263.8,8,8,1,1
Rat5,2021-06-28,2,406576,201,00:15:36.200000,0.3,2.56,0.117,Japan,False,False,21.68000000000002,266.36,7,7,1,1
Rat5,2021-06-28,2,406576,124,00:15:39.880000,0.6,3.68,0.163,Ireland,False,False,22.280000000000022,270.04,6,6,1,1
Rat5,2021-06-28,2,406576,118,00:15:43.160000,0.3,3.28,0.091,Ireland,False,False,22.580000000000023,273.32,5,5,1,1
Rat5,2021-06-28,2,406576,119,00:15:45,0.3,1.84,0.163,Ireland,False,False,22.880000000000024,275.15999999999997,4,4,1,1
Rat5,2021-06-28,2,406576,112,00:15:46.400000,0.3,1.4,0.214,Ireland,False,False,23.180000000000025,276.55999999999995,3,3,1,1
Rat5,2021-06-28,2,406576,111,00:15:47.200000,0.3,0.8,0.375,Ireland,False,False,23.480000000000025,277.35999999999996,2,2,1,1
Rat5,2021-06-28,2,406576,105,00:15:48.280000,0.3,1.08,0.278,Ireland,False,False,23.780000000000026,278.43999999999994,1,1,1,1
Rat5,2021-06-28,2,406576,104,00:15:49.680000,0.3,1.4,0.214,Ireland,False,False,24.080000000000027,279.8399999999999,0,0,1,1
Rat5,2021-06-28,3,406576,211,00:16:44.800000,0.0,0.0,0.0,Japan,False,False,0.0,0.0,18,12,3,3
Rat5,2021-06-28,3,406576,212,00:16:47.200000,0.3,2.4,0.125,Japan,False,False,0.3,2.4,17,13,3,3
Rat5,2021-06-28,3,406576,219,00:16:51.520000,0.3,4.32,0.069,Japan,False,False,0.6,6.720000000000001,16,14,3,3
Rat5,2021-06-28,3,406576,218,00:16:53,0.3,1.48,0.203,Japan,False,False,0.8999999999999999,8.200000000000001,15,13,6,6
Rat5,2021-06-28,3,406576,217,00:16:56.480000,0.3,3.48,0.086,Japan,False,False,1.2,11.680000000000001,14,12,5,5
Rat5,2021-06-28,3,406576,210,00:16:57.600000,0.3,1.12,0.268,Japan,False,False,1.5,12.8,13,11,4,4
Rat5,2021-06-28,3,406576,211,00:17:02.440000,0.3,4.84,0.062,Japan,True,False,1.8,17.64,12,12,4,4
Rat5,2021-06-28,3,406576,205,00:17:04.520000,0.3,2.08,0.144,Japan,False,False,2.1,19.72,11,11,1,1
Rat5,2021-06-28,3,406576,204,00:17:05.599000,0.3,1.079,0.278,Japan,False,False,2.4,20.799,10,10,1,1
Rat5,2021-06-28,3,406576,203,00:17:07.880000,0.3,2.281,0.132,Japan,False,False,2.6999999999999997,23.08,9,9,2,2
Rat5,2021-06-28,3,406576,202,00:17:10.920000,0.3,3.04,0.099,Japan,False,False,2.9999999999999996,26.119999999999997,8,8,2,2
Rat5,2021-06-28,3,406576,201,00:17:11.640000,0.3,0.72,0.417,Japan,False,False,3.2999999999999994,26.839999999999996,7,7,2,2
Rat5,2021-06-28,3,406576,124,00:17:12.839000,0.6,1.199,0.5,Ireland,False,False,3.8999999999999995,28.038999999999998,6,6,2,2
Rat5,2021-06-28,3,406576,118,00:17:13.520000,0.3,0.681,0.441,Ireland,False,False,4.199999999999999,28.72,5,5,2,2
Rat5,2021-06-28,3,406576,119,00:17:14.920000,0.3,1.4,0.214,Ireland,False,False,4.499999999999999,30.119999999999997,4,4,2,2
Rat5,2021-06-28,3,406576,112,00:17:16.560000,0.3,1.64,0.183,Ireland,False,False,4.799999999999999,31.759999999999998,3,3,2,2
Rat5,2021-06-28,3,406576,111,00:17:17,0.3,0.44,0.682,Ireland,False,False,5.099999999999999,32.199999999999996,2,2,2,2
Rat5,2021-06-28,3,406576,105,00:17:17.800000,0.3,0.8,0.375,Ireland,False,False,5.399999999999999,32.99999999999999,1,1,2,2
Rat5,2021-06-28,3,406576,104,00:17:18.839000,0.3,1.039,0.289,Ireland,False,False,5.699999999999998,34.038999999999994,0,0,2,2
Rat5,2021-06-28,4,406576,302,00:17:59.840000,0.0,0.0,0.0,Hawaii,False,False,0.0,0.0,26,8,1,1
Rat5,2021-06-28,4,406576,301,00:18:06.960000,0.3,7.12,0.042,Hawaii,False,False,0.3,7.12,25,9,1,1
Rat5,2021-06-28,4,406576,307,00:18:09.720000,0.3,2.76,0.109,Hawaii,False,False,0.6,9.879999999999999,24,10,1,1
Rat5,2021-06-28,4,406576,306,00:18:10.760000,0.3,1.04,0.288,Hawaii,False,False,0.8999999999999999,10.919999999999998,23,11,1,1
Rat5,2021-06-28,4,406576,313,00:18:12.640000,0.3,1.88,0.16,Hawaii,False,False,1.2,12.799999999999997,22,12,1,1
Rat5,2021-06-28,4,406576,314,00:18:16.200000,0.3,3.56,0.084,Hawaii,False,False,1.5,16.359999999999996,21,13,1,1
Rat5,2021-06-28,4,406576,320,00:18:21.120000,0.3,4.92,0.061,Hawaii,False,False,1.8,21.279999999999994,20,14,1,1
Rat5,2021-06-28,4,406576,321,00:18:23.160000,0.3,2.04,0.147,Hawaii,False,False,2.1,23.319999999999993,19,15,1,1
Rat5,2021-06-28,4,406576,322,00:18:32.440000,0.3,9.28,0.032,Hawaii,False,False,2.4,32.599999999999994,18,14,1,1
Rat5,2021-06-28,4,406576,316,00:18:34.800000,0.3,2.36,0.127,Hawaii,False,False,2.6999999999999997,34.959999999999994,17,13,1,1
Rat5,2021-06-28,4,406576,315,00:18:35.760000,0.3,0.96,0.312,Hawaii,False,False,2.9999999999999996,35.919999999999995,16,12,1,1
Rat5,2021-06-28,4,406576,314,00:18:38.040000,0.3,2.28,0.132,Hawaii,True,False,3.2999999999999994,38.199999999999996,15,13,2,2
Rat5,2021-06-28,4,406576,313,00:18:39.600000,0.3,1.56,0.192,Hawaii,True,False,3.599999999999999,39.76,14,12,2,2
Rat5,2021-06-28,4,406576,306,00:18:42.960000,0.3,3.36,0.089,Hawaii,True,False,3.899999999999999,43.12,13,11,2,2
Rat5,2021-06-28,4,406576,307,00:18:43.760000,0.3,0.8,0.375,Hawaii,True,False,4.199999999999999,43.919999999999995,12,10,2,2
Rat5,2021-06-28,4,406576,301,00:18:45,0.3,1.24,0.242,Hawaii,True,False,4.499999999999999,45.16,11,9,2,2
Rat5,2021-06-28,4,406576,302,00:18:45.880000,0.3,0.88,0.341,Hawaii,True,False,4.799999999999999,46.04,10,8,2,2
Rat5,2021-06-28,4,406576,121,00:18:49.600000,1.72,3.72,0.462,Ireland,False,False,6.519999999999999,49.76,9,7,1,1
Rat5,2021-06-28,4,406576,120,00:18:51,0.3,1.4,0.214,Ireland,False,False,6.8199999999999985,51.16,8,6,1,1
Rat5,2021-06-28,4,406576,114,00:18:52.520000,0.3,1.52,0.197,Ireland,False,False,7.119999999999998,52.68,7,5,1,1
Rat5,2021-06-28,4,406576,113,00:18:53.600000,0.3,1.08,0.278,Ireland,False,False,7.419999999999998,53.76,6,6,1,1
Rat5,2021-06-28,4,406576,106,00:18:54.520000,0.3,0.92,0.326,Ireland,False,False,7.719999999999998,54.68,5,5,1,1
Rat5,2021-06-28,4,406576,107,00:18:55.200000,0.3,0.68,0.441,Ireland,False,False,8.019999999999998,55.36,4,4,1,1
Rat5,2021-06-28,4,406576,101,00:18:56,0.3,0.8,0.375,Ireland,False,False,8.319999999999999,56.16,3,3,1,1
Rat5,2021-06-28,4,406576,102,00:18:56.880000,0.3,0.88,0.341,Ireland,False,False,8.62,57.04,2,2,1,1
Rat5,2021-06-28,4,406576,103,00:18:57.400000,0.3,0.52,0.577,Ireland,False,False,8.92,57.56,1,1,1,1
Rat5,2021-06-28,4,406576,104,00:18:58.440000,0.3,1.04,0.288,Ireland,False,False,9.22,58.6,0,0,3,3
Rat5,2021-06-28,5,406576,221,00:19:36.840000,0.0,0.0,0.0,Japan,False,False,0.0,0.0,21,13,3,3
Rat5,2021-06-28,5,406576,220,00:19:39,0.3,2.16,0.139,Japan,False,False,0.3,2.16,20,12,3,3
Rat5,2021-06-28,5,406576,214,00:19:40.880000,0.3,1.88,0.16,Japan,False,False,0.6,4.04,19,11,2,2
Rat5,2021-06-28,5,406576,215,00:19:41.560000,0.3,0.68,0.441,Japan,False,False,0.8999999999999999,4.72,18,10,2,2
Rat5,2021-06-28,5,406576,208,00:19:42.200000,0.3,0.64,0.469,Japan,False,False,1.2,5.359999999999999,17,9,1,1
Rat5,2021-06-28,5,406576,209,00:19:44.080000,0.3,1.88,0.16,Japan,False,False,1.5,7.239999999999999,16,10,2,2
Rat5,2021-06-28,5,406576,210,00:19:45.360000,0.3,1.28,0.234,Japan,False,False,1.8,8.52,15,11,5,5
Rat5,2021-06-28,5,406576,211,00:19:47.480000,0.3,2.12,0.142,Japan,False,False,2.1,10.64,14,12,5,5
Rat5,2021-06-28,5,406576,212,00:19:49.960000,0.3,2.48,0.121,Japan,False,False,2.4,13.120000000000001,13,13,4,4
Rat5,2021-06-28,5,406576,211,00:19:53.400000,0.3,3.44,0.087,Japan,True,True,2.6999999999999997,16.560000000000002,12,12,6,6
Rat5,2021-06-28,5,406576,205,00:19:54.520000,0.3,1.12,0.268,Japan,False,False,2.9999999999999996,17.680000000000003,11,11,2,2
Rat5,2021-06-28,5,406576,204,00:19:56.600000,0.3,2.08,0.144,Japan,False,False,3.2999999999999994,19.760000000000005,10,10,2,2
Rat5,2021-06-28,5,406576,203,00:19:58.240000,0.3,1.64,0.183,Japan,False,False,3.599999999999999,21.400000000000006,9,9,3,3
Rat5,2021-06-28,5,406576,202,00:19:59.200000,0.3,0.96,0.312,Japan,False,False,3.899999999999999,22.360000000000007,8,8,3,3
Rat5,2021-06-28,5,406576,201,00:20:02.200000,0.3,3.0,0.1,Japan,False,False,4.199999999999999,25.360000000000007,7,7,3,3
Rat5,2021-06-28,5,406576,124,00:20:03.360000,0.6,1.16,0.517,Ireland,False,False,4.799999999999999,26.520000000000007,6,6,3,3
Rat5,2021-06-28,5,406576,118,00:20:04,0.3,0.64,0.469,Ireland,False,False,5.099999999999999,27.160000000000007,5,5,3,3
Rat5,2021-06-28,5,406576,119,00:20:06.040000,0.3,2.04,0.147,Ireland,False,False,5.399999999999999,29.200000000000006,4,4,3,3
Rat5,2021-06-28,5,406576,112,00:20:07,0.3,0.96,0.312,Ireland,False,False,5.699999999999998,30.160000000000007,3,3,3,3
Rat5,2021-06-28,5,406576,111,00:20:07.680000,0.3,0.68,0.441,Ireland,False,False,5.999999999999998,30.840000000000007,2,2,3,3
Rat5,2021-06-28,5,406576,105,00:20:08.400000,0.3,0.72,0.417,Ireland,False,False,6.299999999999998,31.560000000000006,1,1,3,3
Rat5,2021-06-28,5,406576,104,00:20:09.200000,0.3,0.8,0.375,Ireland,False,False,6.599999999999998,32.36000000000001,0,0,4,4
Rat5,2021-06-28,6,406576,407,00:20:48.560000,0.0,0.0,0.0,Easter I.,False,False,0.0,0.0,18,16,2,2
Rat5,2021-06-28,6,406576,401,00:20:51.240000,0.3,2.68,0.112,Easter I.,False,False,0.3,2.68,17,15,2,2
Rat5,2021-06-28,6,406576,324,00:20:54.360000,0.6,3.12,0.192,Hawaii,False,False,0.8999999999999999,5.800000000000001,16,14,2,2
Rat5,2021-06-28,6,406576,318,00:20:55,0.3,0.64,0.469,Hawaii,False,False,1.2,6.44,15,13,2,2
Rat5,2021-06-28,6,406576,317,00:20:55.640000,0.3,0.64,0.469,Hawaii,False,False,1.5,7.08,14,12,1,1
Rat5,2021-06-28,6,406576,310,00:20:56.480000,0.3,0.84,0.357,Hawaii,False,False,1.8,7.92,13,11,1,1
Rat5,2021-06-28,6,406576,309,00:20:57.120000,0.3,0.64,0.469,Hawaii,False,False,2.1,8.56,12,10,1,1
Rat5,2021-06-28,6,406576,303,00:20:58,0.3,0.88,0.341,Hawaii,False,False,2.4,9.440000000000001,11,9,1,1
Rat5,2021-06-28,6,406576,302,00:20:59,0.3,1.0,0.3,Hawaii,False,False,2.6999999999999997,10.440000000000001,10,8,3,3
Rat5,2021-06-28,6,406576,121,00:21:03.080000,1.72,4.08,0.422,Ireland,False,False,4.42,14.520000000000001,9,7,2,2
Rat5,2021-06-28,6,406576,120,00:21:04.600000,0.3,1.52,0.197,Ireland,False,False,4.72,16.040000000000003,8,6,2,2
Rat5,2021-06-28,6,406576,114,00:21:05.360000,0.3,0.76,0.395,Ireland,False,False,5.02,16.800000000000004,7,5,2,2
Rat5,2021-06-28,6,406576,113,00:21:06.880000,0.3,1.52,0.197,Ireland,False,False,5.319999999999999,18.320000000000004,6,6,2,2
Rat5,2021-06-28,6,406576,106,00:21:07.960000,0.3,1.08,0.278,Ireland,False,False,5.619999999999999,19.400000000000006,5,5,2,2
Rat5,2021-06-28,6,406576,107,00:21:08.680000,0.3,0.72,0.417,Ireland,False,False,5.919999999999999,20.120000000000005,4,4,2,2
Rat5,2021-06-28,6,406576,101,00:21:09.440000,0.3,0.76,0.395,Ireland,False,False,6.219999999999999,20.880000000000006,3,3,2,2
Rat5,2021-06-28,6,406576,102,00:21:10.280000,0.3,0.84,0.357,Ireland,False,False,6.519999999999999,21.720000000000006,2,2,2,2
Rat5,2021-06-28,6,406576,103,00:21:11,0.3,0.72,0.417,Ireland,False,False,6.8199999999999985,22.440000000000005,1,1,2,2
Rat5,2021-06-28,6,406576,104,00:21:11.920000,0.3,0.92,0.326,Ireland,False,False,7.119999999999998,23.360000000000007,0,0,5,5
Rat5,2021-06-28,7,406576,206,00:21:57.800000,0.0,0.0,0.0,Japan,False,False,0.0,0.0,19,9,1,1
Rat5,2021-06-28,7,406576,207,00:21:59.400000,0.3,1.6,0.187,Japan,False,False,0.3,1.6,18,8,1,1
Rat5,2021-06-28,7,406576,201,00:22:00.920000,0.3,1.52,0.197,Japan,False,False,0.6,3.12,17,7,4,4
Rat5,2021-06-28,7,406576,202,00:22:02.200000,0.3,1.28,0.234,Japan,False,False,0.8999999999999999,4.4,16,8,4,4
Rat5,2021-06-28,7,406576,203,00:22:05.800000,0.3,3.6,0.083,Japan,False,False,1.2,8.0,15,9,4,4
Rat5,2021-06-28,7,406576,209,00:22:06.800000,0.3,1.0,0.3,Japan,False,False,1.5,9.0,14,10,3,3
Rat5,2021-06-28,7,406576,210,00:22:07.760000,0.3,0.96,0.312,Japan,False,False,1.8,9.96,13,11,6,6
Rat5,2021-06-28,7,406576,217,00:22:10.200000,0.3,2.44,0.123,Japan,False,False,2.1,12.4,12,12,6,6
Rat5,2021-06-28,7,406576,216,00:22:12.080000,0.3,1.88,0.16,Japan,False,False,2.4,14.280000000000001,11,11,2,2
Rat5,2021-06-28,7,406576,215,00:22:12.880000,0.3,0.8,0.375,Japan,False,False,2.6999999999999997,15.080000000000002,10,10,3,3
Rat5,2021-06-28,7,406576,208,00:22:13.520000,0.3,0.64,0.469,Japan,False,False,2.9999999999999996,15.720000000000002,9,9,2,2
Rat5,2021-06-28,7,406576,207,00:22:14.240000,0.3,0.72,0.417,Japan,True,False,3.2999999999999994,16.44,8,8,2,2
Rat5,2021-06-28,7,406576,201,00:22:15,0.3,0.76,0.395,Japan,True,False,3.599999999999999,17.200000000000003,7,7,5,5
Rat5,2021-06-28,7,406576,124,00:22:16.200000,0.6,1.2,0.5,Ireland,False,False,4.199999999999999,18.400000000000002,6,6,4,4
Rat5,2021-06-28,7,406576,118,00:22:16.760000,0.3,0.56,0.536,Ireland,False,False,4.499999999999999,18.96,5,5,4,4
Rat5,2021-06-28,7,406576,119,00:22:17.760000,0.3,1.0,0.3,Ireland,False,False,4.799999999999999,19.96,4,4,4,4
Rat5,2021-06-28,7,406576,112,00:22:18.920000,0.3,1.16,0.259,Ireland,False,False,5.099999999999999,21.12,3,3,4,4
Rat5,2021-06-28,7,406576,111,00:22:19.400000,0.3,0.48,0.625,Ireland,False,False,5.399999999999999,21.6,2,2,4,4
Rat5,2021-06-28,7,406576,105,00:22:20.040000,0.3,0.64,0.469,Ireland,False,False,5.699999999999998,22.240000000000002,1,1,4,4
Rat5,2021-06-28,7,406576,104,00:22:21.160000,0.3,1.12,0.268,Ireland,False,False,5.999999999999998,23.360000000000003,0,0,6,6
Rat5,2021-06-28,8,406576,313,00:22:57.520000,0.0,0.0,0.0,Hawaii,False,False,0.0,0.0,16,12,3,3
Rat5,2021-06-28,8,406576,314,00:23:04.320000,0.3,6.8,0.044,Hawaii,False,False,0.3,6.8,15,13,3,3
Rat5,2021-06-28,8,406576,315,00:23:05.440000,0.3,1.12,0.268,Hawaii,False,False,0.6,7.92,14,12,2,2
Rat5,2021-06-28,8,406576,308,00:23:06.880000,0.3,1.44,0.208,Hawaii,False,False,0.8999999999999999,9.36,13,11,1,1
Rat5,2021-06-28,8,406576,307,00:23:07.400000,0.3,0.52,0.577,Hawaii,False,False,1.2,9.879999999999999,12,10,3,3
Rat5,2021-06-28,8,406576,301,00:23:08.200000,0.3,0.8,0.375,Hawaii,False,False,1.5,10.68,11,9,3,3
Rat5,2021-06-28,8,406576,302,00:23:09,0.3,0.8,0.375,Hawaii,False,False,1.8,11.48,10,8,4,4
Rat5,2021-06-28,8,406576,121,00:23:11.680000,1.72,2.68,0.642,Ireland,False,False,3.52,14.16,9,7,3,3
Rat5,2021-06-28,8,406576,120,00:23:14.320000,0.3,2.64,0.114,Ireland,False,False,3.82,16.8,8,6,3,3
Rat5,2021-06-28,8,406576,114,00:23:15,0.3,0.68,0.441,Ireland,False,False,4.12,17.48,7,5,3,3
Rat5,2021-06-28,8,406576,113,00:23:16.360000,0.3,1.36,0.221,Ireland,False,False,4.42,18.84,6,6,3,3
Rat5,2021-06-28,8,406576,106,00:23:17.160000,0.3,0.8,0.375,Ireland,False,False,4.72,19.64,5,5,3,3
Rat5,2021-06-28,8,406576,107,00:23:17.880000,0.3,0.72,0.417,Ireland,False,False,5.02,20.36,4,4,3,3
Rat5,2021-06-28,8,406576,101,00:23:18.600000,0.3,0.72,0.417,Ireland,False,False,5.319999999999999,21.08,3,3,3,3
Rat5,2021-06-28,8,406576,102,00:23:19.560000,0.3,0.96,0.312,Ireland,False,False,5.619999999999999,22.04,2,2,3,3
Rat5,2021-06-28,8,406576,103,00:23:20.240000,0.3,0.68,0.441,Ireland,False,False,5.919999999999999,22.72,1,1,3,3
Rat5,2021-06-28,8,406576,104,00:23:21.280000,0.3,1.04,0.288,Ireland,False,False,6.219999999999999,23.759999999999998,0,0,7,7
Rat5,2021-06-28,9,406576,404,00:24:05.280000,0.0,0.0,0.0,Easter I.,False,False,0.0,0.0,16,14,3,3
Rat5,2021-06-28,9,406576,223,00:24:16.720000,1.69,11.44,0.148,Japan,False,False,1.69,11.44,15,13,5,5
Rat5,2021-06-28,9,406576,224,00:24:18.240000,0.3,1.52,0.197,Japan,False,False,1.99,12.959999999999999,14,14,5,5
Rat5,2021-06-28,9,406576,218,00:24:19.840000,0.3,1.6,0.187,Japan,False,False,2.29,14.559999999999999,13,13,7,7
Rat5,2021-06-28,9,406576,217,00:24:21.280000,0.3,1.44,0.208,Japan,False,False,2.59,15.999999999999998,12,12,7,7
Rat5,2021-06-28,9,406576,210,00:24:21.880000,0.3,0.6,0.5,Japan,False,False,2.8899999999999997,16.599999999999998,11,11,7,7
Rat5,2021-06-28,9,406576,209,00:24:22.760000,0.3,0.88,0.341,Japan,False,False,3.1899999999999995,17.479999999999997,10,10,4,4
